Text Content,Document,Codes,Start position,End position
"IMO I would expect this behaviour everywhere else as well, not just the explorer,",issue9388_allCommentsText.doc,"9388_claim 2, 9388_against 2",9065,9146
so that it behaves consistently.,issue9388_allCommentsText.doc,"9388_against 2, 9388_warrant 2",9147,9179
"Awesome news, I believe that explorer pane is the most important place, but it would be really nice to add this behavior in all places",issue9388_allCommentsText.doc,"9388_claim 2, 9388_against 2",9289,9423
for consistency.,issue9388_allCommentsText.doc,"9388_against 2, 9388_warrant 2",9424,9440
"If I just want to ""select"" a folder to execute an action on it",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",15163,15225
(currently it toggle the folder,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",15226,15257
also this is annoying),issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",15258,15280
"If you just want to ""select"" a file to execute an action it it",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",15281,15343
this is irritates),issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",15375,15393
"(currently it opens a preview,",issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",15344,15374
"Annoying indeed,",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",18087,18103
let's add an option in preferences.,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",18104,18139
"It still opens the file (not as a preview) on its own tab,",issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",25470,25528
"which is better,",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",25529,25545
but I'd definitely like the option to double click instead,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",25546,25604
so that it matches all my other editors.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",25605,25645
"I click the file I want to copy, it opens in preview, I click the folder I want to paste it in",issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",25930,26024
and the overeager expand/collapse functionality makes me second guess where I am pasting the file.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",26025,26123
"Yes, @montapro I think we all realize drag and drop is supported ð, but it seems every other IDE I use (ahem... like Visual Studio) has gotten me used to such functionality.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",27194,27370
"Right now, we need to double click even for opening tree in the explorer",issue9388_allCommentsText.doc,"9388_ground 3, 9388_against 3",29256,29328
which is not user friendly.,issue9388_allCommentsText.doc,"9388_against 3, 9388_warrant 3",29329,29356
"I am not sure about adding 2 options for expanding/collapsing a node with children and opening an item,",issue9388_allCommentsText.doc,"9388_claim 7, 9388_against 7",30444,30547
"for me logically it is the same ""open"" operation.",issue9388_allCommentsText.doc,"9388_against 7, 9388_warrant 7",30548,30597
"I realize the pane takes focus on mouse-enter,",issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",1850,1896
"which honestly, is a bit weird to me.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",1897,1934
2016-07-16T14:48:59Z ivalexa 87comments,issue9388_allCommentsText.doc,,18,57
2016-07-16T16:20:03Z brunnopleffken,issue9388_allCommentsText.doc,,722,757
2016-07-16T16:44:34Z ivalexa,issue9388_allCommentsText.doc,,994,1022
2016-07-16T22:02:25Z bgse,issue9388_allCommentsText.doc,,1205,1230
2016-07-21T04:55:50Z payonel,issue9388_allCommentsText.doc,,1634,1662
2016-08-23T04:17:22Z iamsunny,issue9388_allCommentsText.doc,,2519,2548
2016-10-31T04:31:01Z azizsaboor,issue9388_allCommentsText.doc,,2868,2899
2016-11-09T17:37:24Z waynebloss,issue9388_allCommentsText.doc,,3192,3223
2016-11-11T18:21:13Z waynebloss,issue9388_allCommentsText.doc,,3441,3472
2016-11-11T23:14:40Z bgse,issue9388_allCommentsText.doc,,3757,3782
2016-11-11T23:38:14Z waynebloss,issue9388_allCommentsText.doc,,4055,4086
2016-11-25T08:30:03Z finalclass,issue9388_allCommentsText.doc,,4280,4311
2016-12-02T08:11:56Z sp4ceman,issue9388_allCommentsText.doc,,4533,4562
2016-12-02T10:33:37Z bgse,issue9388_allCommentsText.doc,,5702,5727
2016-12-02T22:08:59Z payonel,issue9388_allCommentsText.doc,,6276,6304
2016-12-20T04:30:44Z giangcoi48k,issue9388_allCommentsText.doc,,6873,6905
2017-01-04T10:09:01Z bpasero,issue9388_allCommentsText.doc,,7231,7259
2017-01-05T08:38:06Z hpcsc,issue9388_allCommentsText.doc,,7440,7466
2017-01-05T08:42:52Z finalclass,issue9388_allCommentsText.doc,,7834,7865
2017-01-05T14:04:27Z hpcsc,issue9388_allCommentsText.doc,,8023,8049
2017-01-05T15:25:17Z finalclass,issue9388_allCommentsText.doc,,8325,8356
2017-01-05T15:51:41Z payonel,issue9388_allCommentsText.doc,,8543,8571
2017-01-05T18:17:51Z benedictleejh,issue9388_allCommentsText.doc,,9028,9062
2017-01-05T18:27:01Z ivalexa,issue9388_allCommentsText.doc,,9258,9286
2017-01-05T18:42:17Z payonel,issue9388_allCommentsText.doc,,9533,9561
2017-01-06T02:49:30Z hpcsc,issue9388_allCommentsText.doc,,9946,9972
2017-01-06T06:20:15Z bpasero,issue9388_allCommentsText.doc,,11796,11824
2017-01-06T06:28:59Z hpcsc,issue9388_allCommentsText.doc,,12214,12240
2017-01-06T06:38:57Z bpasero,issue9388_allCommentsText.doc,,12674,12702
2017-01-06T06:39:49Z bpasero,issue9388_allCommentsText.doc,,13130,13158
2017-01-06T06:43:19Z R3V07T,issue9388_allCommentsText.doc,,13412,13439
2017-01-06T06:43:34Z hpcsc,issue9388_allCommentsText.doc,,14127,14153
2017-01-06T07:00:04Z bpasero,issue9388_allCommentsText.doc,,14429,14457
2017-04-06T14:33:54Z pantonis,issue9388_allCommentsText.doc,,14551,14580
2017-04-06T16:35:07Z bpasero,issue9388_allCommentsText.doc,,14716,14744
2017-04-25T21:10:01Z aight8,issue9388_allCommentsText.doc,,15018,15045
2017-08-10T13:07:06Z ShayBox,issue9388_allCommentsText.doc,,15877,15905
2017-08-16T18:24:19Z R3V07T,issue9388_allCommentsText.doc,,16073,16100
2017-08-17T07:06:27Z dinhtuan1991vt,issue9388_allCommentsText.doc,,16534,16569
2017-08-17T07:36:08Z finalclass,issue9388_allCommentsText.doc,,16668,16699
2017-08-17T19:10:59Z ShayBox,issue9388_allCommentsText.doc,,16911,16939
2017-08-22T15:22:46Z chriscarpenter12,issue9388_allCommentsText.doc,,17217,17254
2017-08-28T03:34:40Z superTechnologist,issue9388_allCommentsText.doc,,17495,17533
2017-08-29T07:42:12Z leonardonelson91,issue9388_allCommentsText.doc,,17684,17721
2017-08-29T11:12:33Z qn0361,issue9388_allCommentsText.doc,,17924,17951
2017-09-26T07:40:29Z gibbok,issue9388_allCommentsText.doc,,18057,18084
2017-09-29T09:36:09Z svdHero,issue9388_allCommentsText.doc,,18218,18246
2017-10-11T08:23:03Z 2289034325,issue9388_allCommentsText.doc,,18498,18529
2017-10-14T09:42:31Z ShayBox,issue9388_allCommentsText.doc,,18957,18985
2017-10-15T01:06:16Z Talv,issue9388_allCommentsText.doc,,19320,19345
2017-10-20T09:38:21Z shengsheng,issue9388_allCommentsText.doc,,19704,19735
2017-10-23T14:16:36Z Montago,issue9388_allCommentsText.doc,,19866,19894
2017-10-26T01:18:19Z technoiswatchingyou,issue9388_allCommentsText.doc,,20029,20069
2017-10-27T08:26:01Z mybios,issue9388_allCommentsText.doc,,20182,20209
2017-11-18T07:29:16Z giangcoi48k,issue9388_allCommentsText.doc,,20331,20363
2017-12-05T09:35:39Z devaneando,issue9388_allCommentsText.doc,,20573,20604
2017-12-06T18:04:30Z eliziersr,issue9388_allCommentsText.doc,,20777,20807
2017-12-08T18:24:36Z dianne21,issue9388_allCommentsText.doc,,20937,20966
2017-12-15T20:18:42Z jucrouzet,issue9388_allCommentsText.doc,,21173,21203
2018-01-01T22:06:23Z simeyla,issue9388_allCommentsText.doc,,21331,21359
2018-01-11T04:21:19Z ryancdotnet,issue9388_allCommentsText.doc,,21888,21920
2018-01-15T13:11:55Z KangZiRu,issue9388_allCommentsText.doc,,22346,22375
2018-01-22T04:54:41Z ponylin1985,issue9388_allCommentsText.doc,,22541,22573
2018-01-23T08:39:44Z fractalf,issue9388_allCommentsText.doc,,22845,22874
2018-01-23T08:55:03Z finalclass,issue9388_allCommentsText.doc,,23240,23271
2018-01-23T09:17:52Z sp4ceman,issue9388_allCommentsText.doc,,24432,24461
2018-01-24T08:17:49Z KangZiRu,issue9388_allCommentsText.doc,,24989,25018
2018-01-26T13:29:15Z luispabon,issue9388_allCommentsText.doc,,25309,25339
2018-01-29T05:12:59Z StanleyGoldman,issue9388_allCommentsText.doc,,25724,25759
2018-01-29T11:02:55Z montapro,issue9388_allCommentsText.doc,,26552,26581
2018-01-29T11:11:18Z finalclass,issue9388_allCommentsText.doc,,26725,26756
2018-01-29T11:15:39Z montapro,issue9388_allCommentsText.doc,,26998,27027
2018-01-29T12:09:00Z StanleyGoldman,issue9388_allCommentsText.doc,,27156,27191
2018-01-29T14:03:58Z bpasero,issue9388_allCommentsText.doc,,27449,27477
2018-01-29T14:25:04Z Montago,issue9388_allCommentsText.doc,,27619,27647
2018-01-29T14:26:16Z luispabon,issue9388_allCommentsText.doc,,27764,27794
2018-01-29T14:35:43Z leonardonelson91,issue9388_allCommentsText.doc,,27880,27917
2018-01-29T14:36:30Z StanleyGoldman,issue9388_allCommentsText.doc,,28166,28201
2018-01-29T18:49:41Z pohybel,issue9388_allCommentsText.doc,,28289,28317
2018-01-29T18:54:17Z citycide,issue9388_allCommentsText.doc,,28444,28473
2018-01-30T08:30:47Z sp4ceman,issue9388_allCommentsText.doc,,28646,28675
2018-01-30T09:16:51Z bpasero,issue9388_allCommentsText.doc,,28769,28797
2018-01-31T11:39:01Z tvvignesh,issue9388_allCommentsText.doc,,29013,29043
2018-01-31T12:18:08Z luispabon,issue9388_allCommentsText.doc,,29885,29915
2018-01-31T13:04:28Z bpasero,issue9388_allCommentsText.doc,,30251,30279
2018-01-31T14:35:17Z d-bauer,issue9388_allCommentsText.doc,,30676,30704
2018-01-31T15:43:08Z tvvignesh,issue9388_allCommentsText.doc,,31022,31052
2018-01-31T15:47:46Z tvvignesh,issue9388_allCommentsText.doc,,31546,31576
-------------------------------------------------------------------------,issue9388_allCommentsText.doc,,19628,19701
"Feature , double click to open a file.",issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",354,392
"@brunnopleffken thnx, but i want to disable preview ,",issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",1025,1078
Why?,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",1713,1717
Why else?,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",1937,1946
Why else?,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",2140,2149
Or you just want it for the explorer?,issue9388_allCommentsText.doc,9388_non-argumentative,7718,7755
Thank you!,issue9388_allCommentsText.doc,9388_non-argumentative,8939,8949
"<img width=""534"" alt=""vscode - explorer"" src=""https://cloud.githubusercontent.com/assets/5293047/21705684/6717a398-d3fc-11e6-8f1e-aa5ddd7c50af.png"">",issue9388_allCommentsText.doc,9388_non-argumentative,10279,10427
"<img width=""680"" alt=""vscode - search result"" src=""https://cloud.githubusercontent.com/assets/5293047/21705732/a1dbf79a-d3fc-11e6-8c95-a8f2a8db14e4.png"">",issue9388_allCommentsText.doc,9388_non-argumentative,10477,10630
"<img width=""606"" alt=""vscode - git"" src=""https://cloud.githubusercontent.com/assets/5293047/21705755/c5f9a76c-d3fc-11e6-9715-dc3fea1ae8ba.png"">",issue9388_allCommentsText.doc,9388_non-argumentative,10671,10814
"<img width=""778"" alt=""vscode - debugger"" src=""https://cloud.githubusercontent.com/assets/5293047/21705765/da78fc56-d3fc-11e6-8f19-18ca7987a72c.png"">",issue9388_allCommentsText.doc,9388_non-argumentative,10994,11142
"<img width=""786"" alt=""vscode - extensions"" src=""https://cloud.githubusercontent.com/assets/5293047/21705791/109d76fe-d3fd-11e6-9393-f19ae8267c88.png"">",issue9388_allCommentsText.doc,9388_non-argumentative,11171,11321
