Text Content,Document,Codes,Start position,End position,time_pre,author_pre,time_cur,author_cur,time_next,author_next,author_association
"""workbench.editor.enablePreview"": false,""workbench.editor.enablePreviewFromQuickOpen"": false",issue9388_allCommentsText.doc,9388_non-argumentative,18532,18625,2017-09-29T09:36:09Z,svdHero,2017-10-11T08:23:03Z,2289034325,2017-10-14T09:42:31Z,ShayBox,NONE
"The single-click folder expand/collapse is the most annoying thing about VS Code, which is otherwise a brilliant editor.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",18249,18369,2017-09-26T07:40:29Z,gibbok,2017-09-29T09:36:09Z,svdHero,2017-10-11T08:23:03Z,2289034325,NONE
Please add an option in the preferences for this.,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",18370,18419,2017-09-26T07:40:29Z,gibbok,2017-09-29T09:36:09Z,svdHero,2017-10-11T08:23:03Z,2289034325,NONE
"In Case you misunderstood the above comment like I did, it is actually giving a middle finger to the fact that the above options doesn't fix the problem.",issue9388_allCommentsText.doc,9388_non-argumentative,18988,19141,2017-10-11T08:23:03Z,2289034325,2017-10-14T09:42:31Z,ShayBox,2017-10-15T01:06:16Z,Talv,NONE
"""These two settings do not solve the problem, wasting my mother for a long time"" - Google translate",issue9388_allCommentsText.doc,9388_non-argumentative,19142,19241,2017-10-11T08:23:03Z,2289034325,2017-10-14T09:42:31Z,ShayBox,2017-10-15T01:06:16Z,Talv,NONE
"It doesn't change the fact that his comment is worthless, like most of others who just bump the thread for no reason - by repeating something that have already been said.",issue9388_allCommentsText.doc,9388_non-argumentative,19348,19518,2017-10-14T09:42:31Z,ShayBox,2017-10-15T01:06:16Z,Talv,2017-10-20T09:38:21Z,shengsheng,NONE
"Please, use *Reactions* - add +1 on the main post, and move on if you don't have anything relevant to say.",issue9388_allCommentsText.doc,9388_non-argumentative,19519,19625,2017-10-14T09:42:31Z,ShayBox,2017-10-15T01:06:16Z,Talv,2017-10-20T09:38:21Z,shengsheng,NONE
Any news?,issue9388_allCommentsText.doc,9388_non-argumentative,19738,19747,2017-10-15T01:06:16Z,Talv,2017-10-20T09:38:21Z,shengsheng,2017-10-23T14:16:36Z,Montago,NONE
"Please provider a ""double click"" model.",issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",19748,19787,2017-10-15T01:06:16Z,Talv,2017-10-20T09:38:21Z,shengsheng,2017-10-23T14:16:36Z,Montago,NONE
i want to doubleclick to open ...,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",19897,19931,2017-10-20T09:38:21Z,shengsheng,2017-10-23T14:16:36Z,Montago,2017-10-26T01:18:19Z,technoiswatchingyou,NONE
Doubleclick for file opening +1,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",20072,20103,2017-10-23T14:16:36Z,Montago,2017-10-26T01:18:19Z,technoiswatchingyou,2017-10-27T08:26:01Z,mybios,NONE
Doubleclick for file opening +1,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",20212,20243,2017-10-26T01:18:19Z,technoiswatchingyou,2017-10-27T08:26:01Z,mybios,2017-11-18T07:29:16Z,giangcoi48k,NONE
Any news?,issue9388_allCommentsText.doc,9388_non-argumentative,20366,20375,2017-10-27T08:26:01Z,mybios,2017-11-18T07:29:16Z,giangcoi48k,2017-12-05T09:35:39Z,devaneando,NONE
"Please provider a ""double click to open file"" model.",issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",20376,20428,2017-10-27T08:26:01Z,mybios,2017-11-18T07:29:16Z,giangcoi48k,2017-12-05T09:35:39Z,devaneando,NONE
I expected the annual year that,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",20429,20460,2017-10-27T08:26:01Z,mybios,2017-11-18T07:29:16Z,giangcoi48k,2017-12-05T09:35:39Z,devaneando,NONE
Doubleclick for file opening +1,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",20607,20638,2017-11-18T07:29:16Z,giangcoi48k,2017-12-05T09:35:39Z,devaneando,2017-12-06T18:04:30Z,eliziersr,NONE
The single-click preview makes bad the best editor around,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",20641,20698,2017-11-18T07:29:16Z,giangcoi48k,2017-12-05T09:35:39Z,devaneando,2017-12-06T18:04:30Z,eliziersr,NONE
Doubleclick for file opening and folder expand !,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",20810,20858,2017-12-05T09:35:39Z,devaneando,2017-12-06T18:04:30Z,eliziersr,2017-12-08T18:24:36Z,dianne21,NONE
"I'm wanted to use VS for my new projects, but this 'feature' makes me hate it instead..",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21007,21094,2017-12-06T18:04:30Z,eliziersr,2017-12-08T18:24:36Z,dianne21,2017-12-15T20:18:42Z,jucrouzet,NONE
I find this very annoying myself too!,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",20969,21006,2017-12-06T18:04:30Z,eliziersr,2017-12-08T18:24:36Z,dianne21,2017-12-15T20:18:42Z,jucrouzet,NONE
"Same here, pretty annoying lack of feature ...",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21206,21252,2017-12-08T18:24:36Z,dianne21,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,NONE
UGH. Happy New Year and another year of single clicking.,issue9388_allCommentsText.doc,9388_non-argumentative,21362,21418,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,NONE
I use a Wacom pen with one button set to double click and I'm so used to doing this in Visual Studio that now I'm working with VSCode I end up opening and closing a folder instead of opening it.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",21421,21615,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,NONE
Super annoying when switching between IDEs.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21616,21659,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,NONE
With single click it just feels much more 'fragile' somehow - like I'm going to break it.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21660,21749,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,NONE
I know that doesn't make total sense but it's how it feels.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21750,21809,2017-12-15T20:18:42Z,jucrouzet,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,NONE
Please create a setting for this.,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",21923,21956,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,NONE
"If a developer prefers to single-click or double-click, so be it.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22067,22132,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,NONE
"Neither option should be forced across the board, especially for as configurable as VSCode is.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22133,22227,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,NONE
"How can so much be configurable in VSCode, yet this simple setting does not exist?",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",21957,22039,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,NONE
There is no reason for it.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22040,22066,2018-01-01T22:06:23Z,simeyla,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,NONE
Is there any extension to fix this problem?,issue9388_allCommentsText.doc,9388_non-argumentative,22378,22421,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,NONE
I'm unable to find anything as this far.,issue9388_allCommentsText.doc,9388_non-argumentative,22422,22462,2018-01-11T04:21:19Z,ryancdotnet,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,NONE
I hate VS Code PreView....,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22576,22602,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,NONE
I don't want this fucking PreView!!!!,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22603,22640,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,NONE
I want to double-click to open a new tab..............,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",22641,22695,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,NONE
"DO NOT copy the style from Sublime, Atom or any else..................",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",22696,22766,2018-01-15T13:11:55Z,KangZiRu,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,NONE
I can't understand why you would want to click on a file if you don't want to actually do something with it?,issue9388_allCommentsText.doc,"9388_against 1, 9388_warrant 1",22877,22985,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,NONE
I do agree that there could be an option for this.,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",23111,23161,2018-01-22T04:54:41Z,ponylin1985,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,NONE
Why?,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",23297,23301,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
When in windows explorer or mac's finder you click on a file it does not automatically open but it just focuses it.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",23328,23443,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
this single issue is still driving me crazy.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",23764,23808,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
It's the most annoying thing of VSCode and I can't get use to it no matter how I try.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",23809,23894,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
Judging on the number of comments in this topic I see that I'm not alone.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",23895,23968,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
I understand why someone would like it to work as it is right now thus I think this should be an option.,issue9388_allCommentsText.doc,"9388_claim 1, 9388_support 1",23969,24073,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
Even better solution would be to provide the ability to write custom plugins that would replace Explorer completely.,issue9388_allCommentsText.doc,"9388_claim 6, 9388_support 6",24074,24190,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
VSCode team please give an update on this feature.,issue9388_allCommentsText.doc,9388_non-argumentative,24193,24243,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
Will you ever plan to solve it?,issue9388_allCommentsText.doc,9388_non-argumentative,24244,24276,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
It has been reported 1.5 years ago and there is still no update on this one;(,issue9388_allCommentsText.doc,9388_non-argumentative,24276,24353,2018-01-23T08:39:44Z,fractalf,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,NONE
@fractalf i cant scroll the explorer up and down without activating the window.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",24464,24543,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,NONE
i cant activate the window without clicking on something.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",24544,24601,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,NONE
normally the something in a file explorer is a file so thats what normally gets clicked on.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",24602,24693,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,NONE
this is normal windows behaviour.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",24694,24727,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,NONE
previewing what i just clicked on is not normal windows behaviour.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",24730,24796,2018-01-23T08:55:03Z,finalclass,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,NONE
"Well, I discovered that the event listener for the explorer is located in TreeView.ts, which is located on the cloud, not local.",issue9388_allCommentsText.doc,9388_non-argumentative,25021,25149,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,2018-01-26T13:29:15Z,luispabon,NONE
The question is:Is it possible to override the event by writing an extension?,issue9388_allCommentsText.doc,9388_non-argumentative,25152,25230,2018-01-23T09:17:52Z,sp4ceman,2018-01-24T08:17:49Z,KangZiRu,2018-01-26T13:29:15Z,luispabon,NONE
It's a bloody annoying feature for sure.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",25342,25382,2018-01-24T08:17:49Z,KangZiRu,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,NONE
`workbench.editor.enablePreview --> false` at least gets rid of the preview feature.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",25383,25467,2018-01-24T08:17:49Z,KangZiRu,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,NONE
"I'm finding the default of, ""Click a file to preview"" and ""Click a folder to collapse/expand"" really tiring for the very simple operation of copying and pasting files.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",25762,25929,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
There is an arrow to indicate that a folder is collapsed or expanded.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",26126,26195,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
I would expect that clicking the title simply gave the folder focus.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",26196,26264,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
I would expect to click the arrow to expand or collapse the folder.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",26265,26332,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
"I would actually like to cut and paste files to move them, something that seems supported in most IDEs.",issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",26344,26447,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
"But I can't ""cut"" a file.",issue9388_allCommentsText.doc,"9388_ground 1, 9388_support 1",26448,26473,2018-01-26T13:29:15Z,luispabon,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,NONE
@StanleyGoldman You can move files and folders with drag&drop.,issue9388_allCommentsText.doc,"9388_ground 1, 9388_against 1",26584,26646,2018-01-29T05:12:59Z,StanleyGoldman,2018-01-29T11:02:55Z,montapro,2018-01-29T11:11:18Z,finalclass,NONE
@montapro copy paste is more user friendly since sometimes you have a lot of files and directories expanded and you have to scroll a lot to drop a dragged file.,issue9388_allCommentsText.doc,"9388_warrant 1, 9388_support 1",26759,26919,2018-01-29T11:02:55Z,montapro,2018-01-29T11:11:18Z,finalclass,2018-01-29T11:15:39Z,montapro,NONE
Added `workbench.list.openMode: singleClick |Â doubleClick`.,issue9388_allCommentsText.doc,9388_non-argumentative,27480,27540,2018-01-29T12:09:00Z,StanleyGoldman,2018-01-29T14:03:58Z,bpasero,2018-01-29T14:25:04Z,Montago,MEMBER
"@bpasero Commit, Release, Ship it !",issue9388_allCommentsText.doc,9388_non-argumentative,27650,27685,2018-01-29T14:03:58Z,bpasero,2018-01-29T14:25:04Z,Montago,2018-01-29T14:26:16Z,luispabon,NONE
That's music to my ears!!!,issue9388_allCommentsText.doc,9388_non-argumentative,27920,27946,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,NONE
ðª,issue9388_allCommentsText.doc,9388_non-argumentative,27797,27801,2018-01-29T14:25:04Z,Montago,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,NONE
"Oops, I mean, a collyrium to my eyes!!!",issue9388_allCommentsText.doc,9388_non-argumentative,27947,27986,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,NONE
xD Looking forward to it!,issue9388_allCommentsText.doc,9388_non-argumentative,27987,28012,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,NONE
Big thanks @bpasero,issue9388_allCommentsText.doc,9388_non-argumentative,28013,28032,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,NONE
Can I hear a big halleluiah from my bros and sistas?,issue9388_allCommentsText.doc,9388_non-argumentative,28035,28087,2018-01-29T14:26:16Z,luispabon,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,NONE
Thanks,issue9388_allCommentsText.doc,9388_non-argumentative,28204,28210,2018-01-29T14:35:43Z,leonardonelson91,2018-01-29T14:36:30Z,StanleyGoldman,2018-01-29T18:49:41Z,pohybel,NONE
Finally!,issue9388_allCommentsText.doc,9388_non-argumentative,28320,28328,2018-01-29T14:36:30Z,StanleyGoldman,2018-01-29T18:49:41Z,pohybel,2018-01-29T18:54:17Z,citycide,NOT FOUND
Thank you!,issue9388_allCommentsText.doc,9388_non-argumentative,28329,28339,2018-01-29T14:36:30Z,StanleyGoldman,2018-01-29T18:49:41Z,pohybel,2018-01-29T18:54:17Z,citycide,NOT FOUND
When it will be released?,issue9388_allCommentsText.doc,9388_non-argumentative,28340,28365,2018-01-29T14:36:30Z,StanleyGoldman,2018-01-29T18:49:41Z,pohybel,2018-01-29T18:54:17Z,citycide,NOT FOUND
